State,"Prices February, 2022 (Rs./Quintal)","Prices January, 2022 (Rs./Quintal)","Prices February, 2021 (Rs./Quintal)",Change (Over Previous Month),Change (Over Previous Year),Commodity,Year,Month,"Prices March, 2022 (Rs./Quintal)","Prices March, 2021 (Rs./Quintal)","Prices April, 2022 (Rs./Quintal)","Prices April, 2021 (Rs./Quintal)","Prices May, 2022 (Rs./Quintal)","Prices May, 2021 (Rs./Quintal)","Prices June, 2022 (Rs./Quintal)","Prices June, 2021 (Rs./Quintal)","Prices July, 2022 (Rs./Quintal)","Prices July, 2021 (Rs./Quintal)","Prices August, 2022 (Rs./Quintal)","Prices August, 2021 (Rs./Quintal)","Prices September, 2022 (Rs./Quintal)","Prices September, 2021 (Rs./Quintal)","Prices October, 2022 (Rs./Quintal)","Prices October, 2021 (Rs./Quintal)","Prices November, 2022 (Rs./Quintal)","Prices November, 2021 (Rs./Quintal)","Prices December, 2022 (Rs./Quintal)","Prices December, 2021 (Rs./Quintal)","Prices January, 2023 (Rs./Quintal)","Prices February, 2023 (Rs./Quintal)","Prices March, 2023 (Rs./Quintal)","Prices April, 2023 (Rs./Quintal)","Prices May, 2023 (Rs./Quintal)","Prices June, 2023 (Rs./Quintal)","Prices July, 2023 (Rs./Quintal)","Prices August, 2023 (Rs./Quintal)","Prices September, 2023 (Rs./Quintal)","Prices October, 2023 (Rs./Quintal)","Prices November, 2023 (Rs./Quintal)","Prices December, 2023 (Rs./Quintal)","Prices January, 2024 (Rs./Quintal)","Prices February, 2024 (Rs./Quintal)","Prices March, 2024 (Rs./Quintal)","Prices May, 2024 (Rs./Quintal)","Prices April, 2024 (Rs./Quintal)","Prices June, 2024 (Rs./Quintal)","Prices August, 2024 (Rs./Quintal)","Prices July, 2024 (Rs./Quintal)","Prices September, 2024 (Rs./Quintal)","Prices October, 2024 (Rs./Quintal)","Prices November, 2024 (Rs./Quintal)","Prices December, 2024 (Rs./Quintal)","Prices January, 2021 (Rs./Quintal)"
Tamil Nadu,,3112.0,,4.7,7.3,Ragi,2022,1,,,,,,,,,,,,,,,,,,,,2971.33,,,,,,,,,,,,,,,,,,,,,,,,,2899.24
Telangana,,2853.81,,,,Ragi,2022,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chattisgarh,2500.0,2500.0,2204.08,0.0,13.4,Ragi,2022,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Karnataka,2183.64,2262.17,2516.68,-3.5,-13.2,Ragi,2022,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kerala,3450.0,3450.0,,0.0,,Ragi,2022,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maharashtra,,3450.0,3500.0,,,Ragi,2022,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Odisha,2000.0,,,,,Ragi,2022,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pondicherry,2382.48,2257.69,2252.87,5.5,5.8,Ragi,2022,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tamil Nadu,3117.09,3112.0,2807.01,0.2,11.1,Ragi,2022,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Telangana,2835.4,2853.81,,-0.7,,Ragi,2022,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chattisgarh,2500.0,,,0.0,,Ragi,2022,3,2500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Karnataka,2183.64,,,-3.0,-22.0,Ragi,2022,3,2119.09,2716.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kerala,3450.0,,,0.0,,Ragi,2022,3,3450.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Odisha,2000.0,,,50.0,,Ragi,2022,3,3000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pondicherry,2382.48,,,31.2,,Ragi,2022,3,3126.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tamil Nadu,3117.09,,,-3.6,-12.6,Ragi,2022,3,3005.6,3437.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Telangana,2835.4,,,-13.6,,Ragi,2022,3,2450.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chattisgarh,,,,-6.7,,Ragi,2022,4,2500.0,,2333.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Karnataka,,,,-3.8,-34.1,Ragi,2022,4,2119.09,,2037.83,3094.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kerala,,,,0.0,0.0,Ragi,2022,4,3450.0,,3450.0,3450.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maharashtra,,,,,-1.6,Ragi,2022,4,,,3400.0,3454.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Odisha,,,,,,Ragi,2022,4,3000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pondicherry,,,,-29.5,,Ragi,2022,4,3126.87,,2204.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tamil Nadu,,,,-14.2,-19.7,Ragi,2022,4,3005.6,,2577.91,3211.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Telangana,,,,-18.0,,Ragi,2022,4,2450.26,,2009.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chattisgarh,,,,7.1,,Ragi,2022,5,,,2333.33,,2500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Karnataka,,,,2.7,-15.0,Ragi,2022,5,,,2037.83,,2093.34,2461.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kerala,,,,0.0,-1.2,Ragi,2022,5,,,3450.0,,3450.0,3491.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maharashtra,,,,,,Ragi,2022,5,,,3400.0,,,3483.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pondicherry,,,,,,Ragi,2022,5,,,2204.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tamil Nadu,,,,-2.5,-26.0,Ragi,2022,5,,,2577.91,,2513.06,3397.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Telangana,,,,-9.1,,Ragi,2022,5,,,2009.86,,1828.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chattisgarh,,,,-1.6,-14.6,Ragi,2022,6,,,,,2500.0,,2460.0,2880.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Karnataka,,,,-3.2,-15.5,Ragi,2022,6,,,,,2093.34,,2026.72,2398.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kerala,,,,0.0,0.0,Ragi,2022,6,,,,,3450.0,,3450.0,3450.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maharashtra,,,,,,Ragi,2022,6,,,,,,,,3450.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pondicherry,,,,,,Ragi,2022,6,,,,,,,2132.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tamil Nadu,,,,11.4,-10.4,Ragi,2022,6,,,,,2513.06,,2800.02,3123.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Telangana,,,,14.0,,Ragi,2022,6,,,,,1828.03,,2084.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chattisgarh,,,,-18.7,-12.8,Ragi,2022,7,,,,,,,2460.0,,2000.0,2293.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Karnataka,,,,3.4,-10.3,Ragi,2022,7,,,,,,,2026.72,,2095.08,2335.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kerala,,,,0.1,,Ragi,2022,7,,,,,,,3450.0,,3452.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pondicherry,,,,7.2,,Ragi,2022,7,,,,,,,2132.34,,2286.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tamil Nadu,,,,4.7,17.1,Ragi,2022,7,,,,,,,2800.02,,2930.24,2501.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Telangana,,,,-3.5,,Ragi,2022,7,,,,,,,2084.0,,2011.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chattisgarh,,,,49.6,3.2,Ragi,2022,8,,,,,,,,,2000.0,,2991.89,2900.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Karnataka,,,,-3.9,-26.0,Ragi,2022,8,,,,,,,,,2095.08,,2013.19,2719.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kerala,,,,-0.1,,Ragi,2022,8,,,,,,,,,3452.08,,3450.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pondicherry,,,,-1.9,,Ragi,2022,8,,,,,,,,,2286.18,,2243.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tamil Nadu,,,,-3.1,-11.4,Ragi,2022,8,,,,,,,,,2930.24,,2839.4,3204.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Telangana,,,,7.4,,Ragi,2022,8,,,,,,,,,2011.44,,2160.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chattisgarh,,,,-20.3,,Ragi,2022,9,,,,,,,,,,,2991.89,,2384.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Karnataka,,,,4.8,-17.1,Ragi,2022,9,,,,,,,,,,,2013.19,,2109.92,2543.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kerala,,,,7.9,,Ragi,2022,9,,,,,,,,,,,3450.0,,3722.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pondicherry,,,,-3.6,,Ragi,2022,9,,,,,,,,,,,2243.82,,2162.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tamil Nadu,,,,1.5,9.8,Ragi,2022,9,,,,,,,,,,,2839.4,,2882.04,2623.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Telangana,,,,5.9,,Ragi,2022,9,,,,,,,,,,,2160.58,,2288.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chattisgarh,,,,-30.4,-26.7,Ragi,2022,10,,,,,,,,,,,,,2384.62,,1660.79,2266.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Karnataka,,,,4.2,1.1,Ragi,2022,10,,,,,,,,,,,,,2109.92,,2199.6,2175.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kerala,,,,0.7,,Ragi,2022,10,,,,,,,,,,,,,3722.73,,3750.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maharashtra,,,,,,Ragi,2022,10,,,,,,,,,,,,,,,3800.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pondicherry,,,,-5.9,,Ragi,2022,10,,,,,,,,,,,,,2162.77,,2034.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tamil Nadu,,,,11.2,38.2,Ragi,2022,10,,,,,,,,,,,,,2882.04,,3204.39,2318.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Telangana,,,,-3.7,,Ragi,2022,10,,,,,,,,,,,,,2288.82,,2205.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chattisgarh,,,,64.0,40.4,Ragi,2022,11,,,,,,,,,,,,,,,1660.79,,2723.47,1940.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Karnataka,,,,6.8,6.6,Ragi,2022,11,,,,,,,,,,,,,,,2199.6,,2349.23,2203.33,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kerala,,,,0.0,,Ragi,2022,11,,,,,,,,,,,,,,,3750.0,,3750.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maharashtra,,,,,,Ragi,2022,11,,,,,,,,,,,,,,,3800.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pondicherry,,,,12.7,,Ragi,2022,11,,,,,,,,,,,,,,,2034.56,,2292.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tamil Nadu,,,,-8.6,-7.8,Ragi,2022,11,,,,,,,,,,,,,,,3204.39,,2927.79,3174.14,,,,,,,,,,,,,,,,,,,,,,,,,,,
Telangana,,,,15.5,,Ragi,2022,11,,,,,,,,,,,,,,,2205.05,,2546.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chattisgarh,,,,0.2,,Ragi,2022,12,,,,,,,,,,,,,,,,,2723.47,,2728.97,,,,,,,,,,,,,,,,,,,,,,,,,,
Karnataka,,,,-0.7,-15.0,Ragi,2022,12,,,,,,,,,,,,,,,,,2349.23,,2332.83,2744.43,,,,,,,,,,,,,,,,,,,,,,,,,
Kerala,,,,0.0,,Ragi,2022,12,,,,,,,,,,,,,,,,,3750.0,,3750.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Maharashtra,,,,,,Ragi,2022,12,,,,,,,,,,,,,,,,,,,3783.33,,,,,,,,,,,,,,,,,,,,,,,,,,
Pondicherry,,,,-2.2,,Ragi,2022,12,,,,,,,,,,,,,,,,,2292.13,,2242.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Tamil Nadu,,,,-3.8,-5.2,Ragi,2022,12,,,,,,,,,,,,,,,,,2927.79,,2817.7,2971.33,,,,,,,,,,,,,,,,,,,,,,,,,
Telangana,,,,8.9,,Ragi,2022,12,,,,,,,,,,,,,,,,,2546.56,,2774.29,,,,,,,,,,,,,,,,,,,,,,,,,,
Chattisgarh,,2500.0,,9.9,20.0,Ragi,2023,1,,,,,,,,,,,,,,,,,,,2728.97,,3000.0,,,,,,,,,,,,,,,,,,,,,,,,
Karnataka,,2262.17,,3.8,7.0,Ragi,2023,1,,,,,,,,,,,,,,,,,,,2332.83,,2421.68,,,,,,,,,,,,,,,,,,,,,,,,
Kerala,,3450.0,,0.0,8.7,Ragi,2023,1,,,,,,,,,,,,,,,,,,,3750.0,,3750.0,,,,,,,,,,,,,,,,,,,,,,,,
Maharashtra,,3450.0,,0.4,10.1,Ragi,2023,1,,,,,,,,,,,,,,,,,,,3783.33,,3800.0,,,,,,,,,,,,,,,,,,,,,,,,
Odisha,,,,,,Ragi,2023,1,,,,,,,,,,,,,,,,,,,,,4891.23,,,,,,,,,,,,,,,,,,,,,,,,
Pondicherry,,2257.69,,12.0,11.3,Ragi,2023,1,,,,,,,,,,,,,,,,,,,2242.0,,2511.9,,,,,,,,,,,,,,,,,,,,,,,,
Tamil Nadu,,3112.0,,-3.1,-12.2,Ragi,2023,1,,,,,,,,,,,,,,,,,,,2817.7,,2731.56,,,,,,,,,,,,,,,,,,,,,,,,
Telangana,,2853.81,,-2.3,-5.0,Ragi,2023,1,,,,,,,,,,,,,,,,,,,2774.29,,2711.26,,,,,,,,,,,,,,,,,,,,,,,,
Chattisgarh,2500.0,,,-56.8,-48.1,Ragi,2023,2,,,,,,,,,,,,,,,,,,,,,3000.0,1296.26,,,,,,,,,,,,,,,,,,,,,,,
Karnataka,2183.64,,,2.3,13.4,Ragi,2023,2,,,,,,,,,,,,,,,,,,,,,2421.68,2476.72,,,,,,,,,,,,,,,,,,,,,,,
Kerala,3450.0,,,0.0,8.7,Ragi,2023,2,,,,,,,,,,,,,,,,,,,,,3750.0,3750.0,,,,,,,,,,,,,,,,,,,,,,,
Maharashtra,,,,2.0,,Ragi,2023,2,,,,,,,,,,,,,,,,,,,,,3800.0,3875.0,,,,,,,,,,,,,,,,,,,,,,,
Odisha,2000.0,,,-25.4,82.5,Ragi,2023,2,,,,,,,,,,,,,,,,,,,,,4891.23,3650.0,,,,,,,,,,,,,,,,,,,,,,,
Pondicherry,2382.48,,,6.1,11.9,Ragi,2023,2,,,,,,,,,,,,,,,,,,,,,2511.9,2665.71,,,,,,,,,,,,,,,,,,,,,,,
Tamil Nadu,3117.09,,,1.7,-10.9,Ragi,2023,2,,,,,,,,,,,,,,,,,,,,,2731.56,2778.0,,,,,,,,,,,,,,,,,,,,,,,
Telangana,2835.4,,,169.6,157.8,Ragi,2023,2,,,,,,,,,,,,,,,,,,,,,2711.26,7309.34,,,,,,,,,,,,,,,,,,,,,,,
Chattisgarh,,,,88.0,-2.5,Ragi,2023,3,2500.0,,,,,,,,,,,,,,,,,,,,,1296.26,2437.23,,,,,,,,,,,,,,,,,,,,,,
Karnataka,,,,4.5,22.2,Ragi,2023,3,2119.09,,,,,,,,,,,,,,,,,,,,,2476.72,2588.76,,,,,,,,,,,,,,,,,,,,,,
Kerala,,,,0.0,8.7,Ragi,2023,3,3450.0,,,,,,,,,,,,,,,,,,,,,3750.0,3750.0,,,,,,,,,,,,,,,,,,,,,,
Maharashtra,,,,0.7,,Ragi,2023,3,,,,,,,,,,,,,,,,,,,,,,3875.0,3900.0,,,,,,,,,,,,,,,,,,,,,,
Odisha,,,,0.0,21.7,Ragi,2023,3,3000.0,,,,,,,,,,,,,,,,,,,,,3650.0,3650.0,,,,,,,,,,,,,,,,,,,,,,
Pondicherry,,,,9.1,-7.0,Ragi,2023,3,3126.87,,,,,,,,,,,,,,,,,,,,,2665.71,2907.38,,,,,,,,,,,,,,,,,,,,,,
Tamil Nadu,,,,6.8,-1.3,Ragi,2023,3,3005.6,,,,,,,,,,,,,,,,,,,,,2778.0,2965.58,,,,,,,,,,,,,,,,,,,,,,
Telangana,,,,-59.5,20.8,Ragi,2023,3,2450.26,,,,,,,,,,,,,,,,,,,,,7309.34,2959.05,,,,,,,,,,,,,,,,,,,,,,
Chattisgarh,,,,-0.9,3.5,Ragi,2023,4,,,2333.33,,,,,,,,,,,,,,,,,,,,2437.23,2415.44,,,,,,,,,,,,,,,,,,,,,
Karnataka,,,,-3.8,22.3,Ragi,2023,4,,,2037.83,,,,,,,,,,,,,,,,,,,,2588.76,2491.59,,,,,,,,,,,,,,,,,,,,,
Kerala,,,,1.5,10.3,Ragi,2023,4,,,3450.0,,,,,,,,,,,,,,,,,,,,3750.0,3807.14,,,,,,,,,,,,,,,,,,,,,
Maharashtra,,,,,,Ragi,2023,4,,,3400.0,,,,,,,,,,,,,,,,,,,,3900.0,,,,,,,,,,,,,,,,,,,,,,
Odisha,,,,,,Ragi,2023,4,,,,,,,,,,,,,,,,,,,,,,,3650.0,,,,,,,,,,,,,,,,,,,,,,
Pondicherry,,,,-1.0,30.6,Ragi,2023,4,,,2204.23,,,,,,,,,,,,,,,,,,,,2907.38,2878.58,,,,,,,,,,,,,,,,,,,,,
Tamil Nadu,,,,3.3,18.9,Ragi,2023,4,,,2577.91,,,,,,,,,,,,,,,,,,,,2965.58,3064.02,,,,,,,,,,,,,,,,,,,,,
Telangana,,,,-13.3,27.6,Ragi,2023,4,,,2009.86,,,,,,,,,,,,,,,,,,,,2959.05,2564.82,,,,,,,,,,,,,,,,,,,,,
Chattisgarh,,,,4.5,0.9,Ragi,2023,5,,,,,2500.0,,,,,,,,,,,,,,,,,,,2415.44,2523.81,,,,,,,,,,,,,,,,,,,,
Karnataka,,,,2.8,22.3,Ragi,2023,5,,,,,2093.34,,,,,,,,,,,,,,,,,,,2491.59,2560.75,,,,,,,,,,,,,,,,,,,,
Kerala,,,,-1.5,8.7,Ragi,2023,5,,,,,3450.0,,,,,,,,,,,,,,,,,,,3807.14,3750.0,,,,,,,,,,,,,,,,,,,,
Odisha,,,,,,Ragi,2023,5,,,,,,,,,,,,,,,,,,,,,,,,,3600.0,,,,,,,,,,,,,,,,,,,,
Pondicherry,,,,3.2,,Ragi,2023,5,,,,,,,,,,,,,,,,,,,,,,,,2878.58,2969.8,,,,,,,,,,,,,,,,,,,,
Tamil Nadu,,,,-25.8,-9.5,Ragi,2023,5,,,,,2513.06,,,,,,,,,,,,,,,,,,,3064.02,2274.62,,,,,,,,,,,,,,,,,,,,
Telangana,,,,4.3,46.4,Ragi,2023,5,,,,,1828.03,,,,,,,,,,,,,,,,,,,2564.82,2676.23,,,,,,,,,,,,,,,,,,,,
Chattisgarh,,,,-0.9,1.6,Ragi,2023,6,,,,,,,2460.0,,,,,,,,,,,,,,,,,,2523.81,2500.0,,,,,,,,,,,,,,,,,,,
Karnataka,,,,3.1,30.2,Ragi,2023,6,,,,,,,2026.72,,,,,,,,,,,,,,,,,,2560.75,2639.33,,,,,,,,,,,,,,,,,,,
Kerala,,,,0.0,8.7,Ragi,2023,6,,,,,,,3450.0,,,,,,,,,,,,,,,,,,3750.0,3750.0,,,,,,,,,,,,,,,,,,,
Odisha,,,,,,Ragi,2023,6,,,,,,,,,,,,,,,,,,,,,,,,,3600.0,,,,,,,,,,,,,,,,,,,,
Pondicherry,,,,-1.1,37.8,Ragi,2023,6,,,,,,,2132.34,,,,,,,,,,,,,,,,,,2969.8,2937.91,,,,,,,,,,,,,,,,,,,
Tamil Nadu,,,,-4.4,-22.3,Ragi,2023,6,,,,,,,2800.02,,,,,,,,,,,,,,,,,,2274.62,2174.88,,,,,,,,,,,,,,,,,,,
Telangana,,,,-17.6,5.9,Ragi,2023,6,,,,,,,2084.0,,,,,,,,,,,,,,,,,,2676.23,2206.17,,,,,,,,,,,,,,,,,,,
Chattisgarh,,,,19.6,49.6,Ragi,2023,7,,,,,,,,,2000.0,,,,,,,,,,,,,,,,,2500.0,2991.26,,,,,,,,,,,,,,,,,,
Karnataka,,,,11.2,40.0,Ragi,2023,7,,,,,,,,,2095.08,,,,,,,,,,,,,,,,,2639.33,2933.89,,,,,,,,,,,,,,,,,,
Kerala,,,,0.0,8.6,Ragi,2023,7,,,,,,,,,3452.08,,,,,,,,,,,,,,,,,3750.0,3750.0,,,,,,,,,,,,,,,,,,
Pondicherry,,,,13.8,46.3,Ragi,2023,7,,,,,,,,,2286.18,,,,,,,,,,,,,,,,,2937.91,3343.71,,,,,,,,,,,,,,,,,,
Tamil Nadu,,,,21.7,-9.7,Ragi,2023,7,,,,,,,,,2930.24,,,,,,,,,,,,,,,,,2174.88,2646.64,,,,,,,,,,,,,,,,,,
Telangana,,,,-54.7,-50.3,Ragi,2023,7,,,,,,,,,2011.44,,,,,,,,,,,,,,,,,2206.17,1000.0,,,,,,,,,,,,,,,,,,
Chattisgarh,,,,0.0,0.0,Ragi,2023,8,,,,,,,,,,,2991.89,,,,,,,,,,,,,,,,2991.26,2992.13,,,,,,,,,,,,,,,,,
Karnataka,,,,6.0,54.5,Ragi,2023,8,,,,,,,,,,,2013.19,,,,,,,,,,,,,,,,2933.89,3110.25,,,,,,,,,,,,,,,,,
Kerala,,,,0.0,8.7,Ragi,2023,8,,,,,,,,,,,3450.0,,,,,,,,,,,,,,,,3750.0,3750.0,,,,,,,,,,,,,,,,,
Maharashtra,,,,,,Ragi,2023,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,3500.0,,,,,,,,,,,,,,,,,
Pondicherry,,,,0.2,49.4,Ragi,2023,8,,,,,,,,,,,2243.82,,,,,,,,,,,,,,,,3343.71,3352.17,,,,,,,,,,,,,,,,,
Tamil Nadu,,,,5.6,-1.6,Ragi,2023,8,,,,,,,,,,,2839.4,,,,,,,,,,,,,,,,2646.64,2794.43,,,,,,,,,,,,,,,,,
Telangana,,,,16.0,-46.3,Ragi,2023,8,,,,,,,,,,,2160.58,,,,,,,,,,,,,,,,1000.0,1160.0,,,,,,,,,,,,,,,,,
Chattisgarh,,,,-16.4,4.8,Ragi,2023,9,,,,,,,,,,,,,2384.62,,,,,,,,,,,,,,,2992.13,2500.0,,,,,,,,,,,,,,,,
Karnataka,,,,3.6,52.8,Ragi,2023,9,,,,,,,,,,,,,2109.92,,,,,,,,,,,,,,,3110.25,3222.91,,,,,,,,,,,,,,,,
Kerala,,,,0.0,0.7,Ragi,2023,9,,,,,,,,,,,,,3722.73,,,,,,,,,,,,,,,3750.0,3750.0,,,,,,,,,,,,,,,,
Maharashtra,,,,,,Ragi,2023,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,3500.0,,,,,,,,,,,,,,,,,
Odisha,,,,,,Ragi,2023,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3700.0,,,,,,,,,,,,,,,,
Pondicherry,,,,2.9,59.4,Ragi,2023,9,,,,,,,,,,,,,2162.77,,,,,,,,,,,,,,,3352.17,3447.87,,,,,,,,,,,,,,,,
Tamil Nadu,,,,-0.6,-3.6,Ragi,2023,9,,,,,,,,,,,,,2882.04,,,,,,,,,,,,,,,2794.43,2776.9,,,,,,,,,,,,,,,,
Telangana,,,,-6.5,-52.6,Ragi,2023,9,,,,,,,,,,,,,2288.82,,,,,,,,,,,,,,,1160.0,1084.75,,,,,,,,,,,,,,,,
Chattisgarh,,,,0.0,50.5,Ragi,2023,10,,,,,,,,,,,,,,,1660.79,,,,,,,,,,,,,,2500.0,2500.0,,,,,,,,,,,,,,,
Karnataka,,,,0.6,47.4,Ragi,2023,10,,,,,,,,,,,,,,,2199.6,,,,,,,,,,,,,,3222.91,3242.09,,,,,,,,,,,,,,,
Kerala,,,,2.5,2.5,Ragi,2023,10,,,,,,,,,,,,,,,3750.0,,,,,,,,,,,,,,3750.0,3845.65,,,,,,,,,,,,,,,
Maharashtra,,,,,9.2,Ragi,2023,10,,,,,,,,,,,,,,,3800.0,,,,,,,,,,,,,,,4150.0,,,,,,,,,,,,,,,
Odisha,,,,,,Ragi,2023,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3700.0,,,,,,,,,,,,,,,,
Pondicherry,,,,3.3,75.0,Ragi,2023,10,,,,,,,,,,,,,,,2034.56,,,,,,,,,,,,,,3447.87,3561.39,,,,,,,,,,,,,,,
Tamil Nadu,,,,13.9,-1.3,Ragi,2023,10,,,,,,,,,,,,,,,3204.39,,,,,,,,,,,,,,2776.9,3163.21,,,,,,,,,,,,,,,
Telangana,,,,77.0,-12.9,Ragi,2023,10,,,,,,,,,,,,,,,2205.05,,,,,,,,,,,,,,1084.75,1919.51,,,,,,,,,,,,,,,
Chattisgarh,,,,0.0,-8.2,Ragi,2023,11,,,,,,,,,,,,,,,,,2723.47,,,,,,,,,,,,,2500.0,2500.0,,,,,,,,,,,,,,
Karnataka,,,,3.0,42.1,Ragi,2023,11,,,,,,,,,,,,,,,,,2349.23,,,,,,,,,,,,,3242.09,3338.86,,,,,,,,,,,,,,
Kerala,,,,0.1,2.7,Ragi,2023,11,,,,,,,,,,,,,,,,,3750.0,,,,,,,,,,,,,3845.65,3850.0,,,,,,,,,,,,,,
Maharashtra,,,,2.6,,Ragi,2023,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4150.0,4260.0,,,,,,,,,,,,,,
Pondicherry,,,,,,Ragi,2023,11,,,,,,,,,,,,,,,,,2292.13,,,,,,,,,,,,,3561.39,,,,,,,,,,,,,,,
Tamil Nadu,,,,-9.8,-2.5,Ragi,2023,11,,,,,,,,,,,,,,,,,2927.79,,,,,,,,,,,,,3163.21,2853.0,,,,,,,,,,,,,,
